ISC 71-80,  Badadf,  Bgwkys,  Dxgxa,  Fuxtax,  Gfpumc,  Jhhm,  Jpow,  Kcax,  Kdkf,  Knrjuc,  Kskwi,  Kxxe,  Lwuzf,  Mvki,  Nepk,  Pdds,  Pndyf,  Qiqzn,  Snwid,  Sved,  Ucjm,  Udbgt,  Ukyq,  Wjrv,  Ynaysn,  Zfxe,  Zjmch,  Bmxhcu,  Sion,  Yrqqw,  Lzihpl,  Chienn,  Vugl,  Imkp,  Xxabu,  Quha,  Lxjh,  Vqahhq,  Dzct,  Rkfn,  Puycrw,  Zsvsib,  Wpruf,  Whuhqu,  Asmp,  Omoxmm,  Fwrtu,  Albfdc,  Ofnqni,  Mxkah,  Vcfpi,  Dwhr,  Vpnhw,  Fgmwbz,  Ldlszf
 Lzihpl, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.8191964285714, 25.1450892857143, 22.2098214285714, 23.4598214285714, 26.2276785714286, 25.7589285714286, 26.9977678571429, 29.4642857142857, 28.1026785714286, 22.9241071428571, 17.734375, 20.5245535714286, 24.8102678571429, 24.5647321428571, 25.0446428571429, 35.1339285714286, 26.7857142857143, 24.5089285714286, 23.28125, 26.5736607142857, 26.8303571428572, 24.5870535714286, 29.6986607142857, 28.8616071428571
 Chienn, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37.6785714285714, 32.0089285714286, 32.1540178571429, 32.5669642857143, 32.96875, 36.3504464285714, 22.3549107142857, 27.6897321428571, 24.7321428571429, 31.7857142857143, 27.6785714285714, 35.7366071428571, 24.9665178571429, 30.1450892857143, 32.0535714285714, 28.59375, 30.8705357142857, 20.9375, 37.1875, 29.3861607142857, 25.6138392857143, 30.0558035714286, 28.6830357142857
 Vugl, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.8102678571428, 20.0669642857143, 23.7165178571429, 21.0602678571429, 25.4910714285714, 22.2767857142857, 20.8928571428571, 19.3638392857143, 31.5848214285714, 28.8058035714286, 24.8325892857143, 29.7209821428571, 30.7366071428572, 31.6741071428571, 30.1227678571429, 24.7544642857143, 20.0892857142857, 19.6316964285714, 32.2098214285714, 31.5513392857143, 32.421875, 27.890625
 Imkp, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27.6897321428572, 33.3035714285714, 33.5379464285714, 28.203125, 18.9732142857143, 31.2276785714286, 28.3816964285714, 25.7924107142857, 21.6741071428572, 29.9553571428571, 26.2946428571428, 25.9375, 28.1026785714286, 31.5736607142857, 23.1808035714286, 21.4508928571429, 27.734375, 36.1383928571428, 26.6294642857143, 24.4977678571429, 28.8392857142857
 Xxabu, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.3571428571429, 32.0647321428571, 26.8080357142857, 35.4352678571428, 25.8705357142857, 28.4375, 22.9241071428571, 26.5513392857143, 22.9017857142857, 22.5334821428571, 28.90625, 32.3214285714286, 28.6160714285714, 28.5379464285714, 18.8392857142857, 22.7008928571428, 33.9285714285714, 18.1919642857143, 21.6071428571429, 28.4933035714286
 Quha, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.0491071428571, 31.3616071428571, 25.7924107142857, 24.6316964285714, 29.1517857142857, 29.6428571428571, 15.546875, 27.2321428571429, 28.1919642857143, 27.2991071428571, 27.6227678571429, 29.4642857142857, 32.4665178571429, 25.0111607142857, 24.5758928571429, 15.6138392857143, 32.2767857142857, 17.3772321428571, 35.2566964285714
 Lxjh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.6696428571429, 28.0022321428571, 25.0446428571429, 27.6227678571429, 31.5959821428572, 27.4441964285714, 28.4151785714286, 25.0558035714286, 22.9352678571429, 22.5223214285714, 28.7834821428571, 34.6316964285714, 33.671875, 22.4888392857143, 26.015625, 20.8928571428571, 29.4308035714286, 26.3616071428571
 Vqahhq, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20.4352678571429, 27.1986607142857, 26.25, 19.1517857142857, 19.5758928571429, 24.8883928571429, 21.7633928571429, 31.0491071428571, 27.4107142857143, 28.0245535714286, 20.6361607142857, 23.9732142857143, 25.1897321428571, 21.5290178571429, 22.8348214285714, 23.9620535714286, 27.7566964285714
 Dzct, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.96875, 19.5870535714286, 21.40625, 28.7723214285714, 21.9419642857143, 19.3526785714286, 26.875, 28.3482142857143, 28.3705357142857, 30.078125, 22.0089285714286, 29.1071428571429, 25, 27.3102678571429, 31.6741071428571, 31.2165178571429
 Rkfn, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.9977678571429, 23.1138392857143, 25.1450892857143, 22.3549107142857, 28.5602678571429, 33.6160714285714, 36.4285714285714, 22.7455357142857, 23.2589285714286, 26.0714285714286, 25.4017857142857, 24.375, 24.4977678571429, 32.0200892857143, 24.4308035714286
 Puycrw, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.140625, 22.5558035714286, 25.4464285714286, 22.2991071428571, 25.859375, 31.2946428571429, 27.9910714285714, 33.4821428571429, 20.78125, 24.3303571428572, 24.9776785714286, 27.3549107142857, 35.1785714285714, 23.0133928571429
 Zsvsib, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.25, 22.734375, 28.8504464285714, 35.0223214285714, 25.2008928571429, 23.3705357142857, 27.8125, 24.6316964285714, 25.1116071428571, 29.921875, 18.1808035714286, 24.9107142857143, 22.5669642857143
 Wpruf, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.4642857142857, 34.2857142857143, 23.0245535714286, 22.9129464285714, 25.6026785714285, 18.3928571428571, 27.6450892857143, 25.4017857142857, 21.6294642857143, 34.5758928571429, 28.9732142857143, 30.0223214285714
 Whuhqu, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.5959821428571, 23.6383928571429, 28.515625, 28.3147321428571, 29.4642857142857, 20.4129464285714, 26.0602678571429, 29.8772321428572, 24.6540178571429, 24.0848214285714, 32.3883928571429
 Asmp, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.6875, 28.7946428571429, 27.5558035714286, 20.1116071428571, 24.765625, 28.203125, 26.6964285714286, 24.3973214285714, 21.5736607142857, 36.71875
 Omoxmm, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.1584821428571, 30.1897321428571, 29.9665178571429, 21.1607142857143, 35.8035714285714, 21.2946428571428, 32.1651785714286, 29.4196428571429, 23.3482142857143
 Fwrtu, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.0870535714286, 38.0691964285714, 15.9040178571429, 26.7410714285714, 31.4955357142857, 23.1473214285714, 29.3526785714286, 23.1026785714286
 Albfdc, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.9174107142857, 18.28125, 30.5803571428571, 25.8258928571429, 28.4040178571429, 27.0089285714286, 42.8125
 Ofnqni, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.2276785714286, 24.3973214285714, 24.2633928571429, 30.2678571428572, 37.265625, 23.828125
 Mxkah, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.1964285714286, 27.8459821428571, 21.9308035714286, 33.1138392857143, 32.3325892857143
 Vcfpi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23.8950892857143, 33.1138392857143, 33.4151785714286, 28.4598214285714
 Dwhr, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.1316964285714, 27.0089285714286, 25.3794642857143
 Vpnhw, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.2433035714286, 26.2165178571429
 Fgmwbz, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.4642857142857
 Ldlszf, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
