ISC 71, Albfdc, Asmp, Badadf, Bgwkys, Bmxhcu, Chienn, Dwhr, Dxgxa, Fgmwbz, Fuxtax, Imkp, Jhhm, Jpow, Ldlszf, Lzihpl, Mxkah, Nepk, Omoxmm, Pdds, Pndyf, Quha, Ucjm, Vpnhw, Vqahhq, Xxabu, Ynaysn, Zfxe, Sion, Yrqqw, Lwuzf, Sved, Vugl, Lxjh, Dzct, Kcax, Rkfn, Kxxe, Mvki, Puycrw, Zsvsib, Wpruf, Whuhqu, Ukyq, Udbgt, Fwrtu, Ofnqni, Gfpumc, Kdkf, Vcfpi, Qiqzn, Snwid, Kskwi, Wjrv, Zjmch, Knrjuc
Xxabu, 41.5178571428571, 27.5669642857143, 14.7321428571429, 19.3080357142857, 22.9910714285714, 40.1785714285714, 42.8571428571429, 34.8214285714286, 15.625, 12.0535714285714, 33.9285714285714, 16.9642857142857, 13.3928571428571, 23.6607142857143, 18.75, 1.45089285714286, 36.0491071428571, 57.5892857142857, 35.7142857142857, 34.5982142857143, 8.14732142857143, 26.5625, 42.6339285714286, 32.3660714285714, 0, 10.4910714285714, 18.9732142857143, 20.7589285714286, 36.6071428571429, 21.4285714285714, 28.5714285714286, 11.6071428571429, 52.2321428571429, 56.25, 41.2946428571429, 18.9732142857143, 17.4107142857143, 54.4642857142857, 25, 58.4821428571429, 24.1071428571429, 38.3928571428571, 20.7589285714286, 13.1696428571429, 22.3214285714286, 57.5892857142857, 18.75, 44.6428571428571, 23.8839285714286, 29.9107142857143, 44.1964285714286, 51.7857142857143, 33.4821428571429, 38.8392857142857, 23.6607142857143
Ynaysn, 14.9553571428571, 10.8258928571429, 38.8392857142857, 21.6517857142857, 26.5625, 29.4642857142857, 38.1696428571429, 18.0803571428571, 32.3660714285714, 26.8973214285714, 25.5580357142857, 21.875, 42.4107142857143, 22.4330357142857, 18.75, 1.78571428571429, 14.7321428571429, 8.92857142857143, 38.28125, 31.4732142857143, 23.2142857142857, 38.1696428571429, 43.8616071428571, 11.6071428571429, 10.4910714285714, 0, 36.8303571428571, 38.1696428571429, 24.1071428571429, 45.3125, 45.9821428571429, 23.4375, 21.875, 29.6875, 5.80357142857143, 23.4375, 36.6071428571429, 18.9732142857143, 23.4375, 10.4910714285714, 11.1607142857143, 24.5535714285714, 22.5446428571429, 30.3571428571429, 18.75, 32.5892857142857, 27.9017857142857, 13.6160714285714, 20.9821428571429, 29.2410714285714, 26.3392857142857, 31.9196428571429, 17.8571428571429, 1.11607142857143, 21.2053571428571
Zfxe, 28.125, 32.1428571428571, 53.125, 21.09375, 16.6294642857143, 45.3125, 32.03125, 11.3839285714286, 29.4642857142857, 24.1071428571429, 53.6830357142857, 23.6607142857143, 23.4375, 42.8571428571429, 25, 4.79910714285714, 31.5848214285714, 17.8571428571429, 44.1964285714286, 6.02678571428571, 5.24553571428571, 50.2232142857143, 23.3258928571429, 28.0133928571429, 18.9732142857143, 36.8303571428571, 0, 11.6071428571429, 24.7767857142857, 30.1339285714286, 28.0133928571429, 12.5, 13.8392857142857, 41.0714285714286, 29.2410714285714, 24.3303571428571, 31.25, 24.7767857142857, 25, 23.2142857142857, 35.7142857142857, 23.6607142857143, 4.24107142857143, 29.9107142857143, 28.3482142857143, 18.8616071428571, 33.2589285714286, 36.71875, 25.4464285714286, 19.1964285714286, 6.47321428571428, 31.0267857142857, 43.1919642857143, 56.9196428571429, 60.9375
Sion, 42.1875, 20.5357142857143, 31.4732142857143, 13.6160714285714, 18.5267857142857, 28.5714285714286, 26.2276785714286, 24.5535714285714, 38.8392857142857, 48.2142857142857, 22.3214285714286, 49.7767857142857, 18.3035714285714, 58.0357142857143, 6.25, 2.56696428571429, 43.9732142857143, 15.1785714285714, 40.4017857142857, 50.6696428571429, 10.7142857142857, 24.1071428571429, 15.1785714285714, 32.1428571428571, 20.7589285714286, 38.1696428571429, 11.6071428571429, 0, 52.9017857142857, 24.1071428571429, 33.7053571428571, 15.4017857142857, 33.9285714285714, 37.5, 26.3392857142857, 26.3392857142857, 35.7142857142857, 50.8928571428571, 35.2678571428571, 21.6517857142857, 36.8303571428571, 32.1428571428571, 61.3839285714286, 40.4017857142857, 51.5625, 25, 39.0625, 28.5714285714286, 41.0714285714286, 56.9196428571429, 40.625, 25, 17.4107142857143, 6.69642857142857, 5.13392857142857
Yrqqw, 34.5982142857143, 39.2857142857143, 48.8839285714286, 20.5357142857143, 10.0446428571429, 47.3214285714286, 43.75, 17.8571428571429, 18.75, 36.3839285714286, 24.21875, 7.25446428571428, 34.375, 35.4910714285714, 16.0714285714286, 2.12053571428571, 49.1071428571429, 44.6428571428571, 29.9107142857143, 19.1964285714286, 7.8125, 26.7857142857143, 23.4375, 24.1071428571429, 36.6071428571429, 24.1071428571429, 24.7767857142857, 52.9017857142857, 0, 15.8482142857143, 36.6071428571429, 16.9642857142857, 29.4642857142857, 38.3928571428571, 31.4732142857143, 6.69642857142857, 50.4464285714286, 49.7767857142857, 24.7767857142857, 43.75, 24.1071428571429, 41.7410714285714, 43.9732142857143, 30.8035714285714, 35.0446428571429, 22.5446428571429, 32.5892857142857, 13.8392857142857, 48.2142857142857, 26.1160714285714, 27.2321428571429, 41.7410714285714, 18.75, 27.2321428571429, 13.1696428571429
Lwuzf, 23.6607142857143, 3.125, 32.3660714285714, 4.91071428571429, 42.1875, 14.0625, 37.5, 13.9508928571429, 32.1428571428571, 8.59375, 12.2767857142857, 25.8928571428571, 19.1964285714286, 30.5803571428571, 42.4107142857143, 26.7857142857143, 1.78571428571429, 20.9821428571429, 45.6473214285714, 29.9107142857143, 48.2142857142857, 36.8303571428571, 60.0446428571429, 38.8392857142857, 21.4285714285714, 45.3125, 30.1339285714286, 24.1071428571429, 15.8482142857143, 0, 59.5982142857143, 20.0892857142857, 16.2946428571429, 12.2767857142857, 6.02678571428571, 48.4375, 31.4732142857143, 0.446428571428571, 38.6160714285714, 25.2232142857143, 0, 16.9642857142857, 20.9821428571429, 11.3839285714286, 42.6339285714286, 28.125, 17.4107142857143, 50.2232142857143, 13.8392857142857, 7.36607142857143, 18.3035714285714, 25.4464285714286, 22.9910714285714, 21.4285714285714, 25.2232142857143
Sved, 23.4375, 14.5089285714286, 39.2857142857143, 8.25892857142857, 36.3839285714286, 45.3125, 27.0089285714286, 9.59821428571428, 41.2946428571429, 43.75, 4.35267857142857, 20.9821428571429, 16.5178571428571, 18.0803571428571, 35.2678571428571, 18.6383928571429, 41.2946428571429, 16.0714285714286, 34.4866071428571, 33.4821428571429, 33.7053571428571, 21.4285714285714, 47.0982142857143, 11.3839285714286, 28.5714285714286, 45.9821428571429, 28.0133928571429, 33.7053571428571, 36.6071428571429, 59.5982142857143, 0, 2.67857142857143, 15.625, 20.0892857142857, 10.9375, 33.4821428571429, 28.5714285714286, 47.0982142857143, 54.9107142857143, 22.9910714285714, 37.5, 18.75, 12.9464285714286, 51.3392857142857, 31.4732142857143, 56.0267857142857, 18.9732142857143, 35.4910714285714, 38.8392857142857, 29.4642857142857, 6.25, 51.7857142857143, 30.1339285714286, 16.9642857142857, 20.9821428571429
Vugl, 23.8839285714286, 47.7678571428571, 20.5357142857143, 25.5580357142857, 50.3348214285714, 41.0714285714286, 22.0982142857143, 36.1607142857143, 55.1339285714286, 14.2857142857143, 20.6473214285714, 8.03571428571428, 50, 36.71875, 29.9107142857143, 27.4553571428571, 18.5267857142857, 5.35714285714286, 31.25, 18.75, 8.25892857142857, 24.5535714285714, 34.5982142857143, 31.0267857142857, 11.6071428571429, 23.4375, 12.5, 15.4017857142857, 16.9642857142857, 20.0892857142857, 2.67857142857143, 0, 24.1071428571429, 19.1964285714286, 41.5178571428571, 26.7857142857143, 23.2142857142857, 4.46428571428571, 9.82142857142857, 16.2946428571429, 26.7857142857143, 37.0535714285714, 27.4553571428571, 17.8571428571429, 34.5982142857143, 12.9464285714286, 11.1607142857143, 5.80357142857143, 24.7767857142857, 25.4464285714286, 56.25, 10.4910714285714, 28.7946428571429, 41.0714285714286, 27.4553571428571
Lxjh, 17.6339285714286, 20.5357142857143, 18.8616071428571, 4.12946428571429, 66.7410714285714, 30.8035714285714, 47.9910714285714, 54.7991071428571, 37.0535714285714, 35.7142857142857, 44.6428571428571, 16.0714285714286, 28.125, 40.0669642857143, 1.33928571428571, 7.8125, 29.6875, 30.3571428571429, 26.1160714285714, 4.46428571428571, 4.46428571428571, 40.625, 21.6517857142857, 30.8035714285714, 52.2321428571429, 21.875, 13.8392857142857, 33.9285714285714, 29.4642857142857, 16.2946428571429, 15.625, 24.1071428571429, 0, 50, 60.2678571428571, 20.9821428571429, 30.1339285714286, 42.8571428571429, 27.0089285714286, 47.5446428571429, 43.9732142857143, 43.9732142857143, 37.2767857142857, 17.4107142857143, 22.0982142857143, 41.5178571428571, 28.7946428571429, 15.4017857142857, 15.1785714285714, 35.7142857142857, 11.1607142857143, 39.5089285714286, 45.7589285714286, 21.875, 21.4285714285714
Dzct, 44.8660714285714, 1.11607142857143, 59.375, 22.7678571428571, 14.9553571428571, 25.2232142857143, 52.4553571428571, 23.4375, 18.9732142857143, 28.90625, 20.7589285714286, 4.46428571428571, 46.4285714285714, 49.3303571428571, 17.4107142857143, 1.67410714285714, 50.4464285714286, 22.7678571428571, 41.1830357142857, 20.9821428571429, 0.892857142857143, 18.3035714285714, 22.0982142857143, 18.75, 56.25, 29.6875, 41.0714285714286, 37.5, 38.3928571428571, 12.2767857142857, 20.0892857142857, 19.1964285714286, 50, 0, 26.1160714285714, 2.90178571428571, 35.4910714285714, 69.1964285714286, 4.91071428571429, 55.1339285714286, 25.8928571428571, 29.2410714285714, 36.1607142857143, 6.02678571428571, 12.7232142857143, 33.0357142857143, 29.4642857142857, 43.9732142857143, 16.9642857142857, 48.4375, 35.7142857142857, 25.8928571428571, 38.3928571428571, 16.0714285714286, 26.5625
Kcax, 36.8303571428571, 57.1428571428571, 23.6607142857143, 6.91964285714286, 71.4285714285714, 57.1428571428571, 15.2901785714286, 63.3928571428571, 48.6607142857143, 25.1116071428571, 17.5223214285714, 23.8839285714286, 4.01785714285714, 29.4642857142857, 7.14285714285714, 15.4017857142857, 15.4017857142857, 39.7321428571429, 21.875, 2.23214285714286, 5.24553571428571, 31.6964285714286, 9.59821428571428, 32.5892857142857, 41.2946428571429, 5.80357142857143, 29.2410714285714, 26.3392857142857, 31.4732142857143, 6.02678571428571, 10.9375, 41.5178571428571, 60.2678571428571, 26.1160714285714, 0, 27.4553571428571, 22.7678571428571, 20.0892857142857, 13.3928571428571, 45.7589285714286, 54.0178571428571, 44.6428571428571, 10.2678571428571, 27.6785714285714, 18.3035714285714, 30.1339285714286, 21.6517857142857, 8.70535714285714, 33.7053571428571, 35.2678571428571, 23.4375, 40.1785714285714, 38.3928571428571, 60.0446428571429, 21.4285714285714
Rkfn, 7.58928571428571, 38.7276785714286, 16.9642857142857, 4.46428571428571, 57.1428571428571, 30.8035714285714, 26.3392857142857, 29.9107142857143, 71.6517857142857, 14.1741071428571, 29.0178571428571, 39.5089285714286, 10.7142857142857, 67.1875, 0, 39.5089285714286, 15.2901785714286, 22.3214285714286, 9.15178571428571, 48.2142857142857, 36.6071428571429, 30.3571428571429, 20.4241071428571, 16.5178571428571, 18.9732142857143, 23.4375, 24.3303571428571, 26.3392857142857, 6.69642857142857, 48.4375, 33.4821428571429, 26.7857142857143, 20.9821428571429, 2.90178571428571, 27.4553571428571, 0, 21.4285714285714, 22.7678571428571, 16.0714285714286, 28.5714285714286, 16.5178571428571, 34.5982142857143, 24.7767857142857, 15.4017857142857, 15.4017857142857, 25.8928571428571, 17.1875, 36.8303571428571, 13.1696428571429, 5.13392857142857, 21.6517857142857, 9.82142857142857, 45.5357142857143, 45.9821428571429, 5.35714285714286
Kxxe, 32.3660714285714, 29.9107142857143, 64.9553571428571, 18.4151785714286, 27.5669642857143, 18.3035714285714, 47.9910714285714, 58.0357142857143, 20.9821428571429, 35.7142857142857, 40.8482142857143, 10.3794642857143, 31.6964285714286, 41.5178571428571, 3.125, 2.67857142857143, 38.8392857142857, 16.0714285714286, 33.0357142857143, 34.375, 34.1517857142857, 3.79464285714286, 15.1785714285714, 5.80357142857143, 17.4107142857143, 36.6071428571429, 31.25, 35.7142857142857, 50.4464285714286, 31.4732142857143, 28.5714285714286, 23.2142857142857, 30.1339285714286, 35.4910714285714, 22.7678571428571, 21.4285714285714, 0, 22.7678571428571, 27.0089285714286, 18.9732142857143, 20.3125, 50.6696428571429, 45.3125, 16.9642857142857, 32.3660714285714, 15.8482142857143, 16.7410714285714, 16.5178571428571, 34.5982142857143, 22.3214285714286, 17.6339285714286, 9.82142857142857, 10.4910714285714, 9.82142857142857, 32.3660714285714
Mvki, 43.9732142857143, 21.3169642857143, 38.8392857142857, 22.3214285714286, 17.4107142857143, 37.9464285714286, 42.7455357142857, 8.92857142857143, 38.1696428571429, 41.9642857142857, 19.7544642857143, 21.4285714285714, 23.2142857142857, 57.1428571428571, 6.25, 5.35714285714286, 59.1517857142857, 16.5178571428571, 30.5803571428571, 30.3571428571429, 0, 21.6517857142857, 28.0133928571429, 13.8392857142857, 54.4642857142857, 18.9732142857143, 24.7767857142857, 50.8928571428571, 49.7767857142857, 0.446428571428571, 47.0982142857143, 4.46428571428571, 42.8571428571429, 69.1964285714286, 20.0892857142857, 22.7678571428571, 22.7678571428571, 0, 25, 41.2946428571429, 47.7678571428571, 27.9017857142857, 35.9375, 35.9375, 22.0982142857143, 44.1964285714286, 21.875, 30.3571428571429, 22.3214285714286, 49.3303571428571, 21.4285714285714, 29.9107142857143, 48.6607142857143, 18.9732142857143, 4.91071428571429
Puycrw, 36.6071428571429, 12.8348214285714, 27.2321428571429, 4.01785714285714, 25.8928571428571, 28.5714285714286, 14.0625, 6.80803571428571, 54.4642857142857, 57.1428571428571, 55.3571428571429, 22.65625, 12.9464285714286, 14.7321428571429, 26.7857142857143, 5.35714285714286, 33.9285714285714, 20.0892857142857, 28.125, 42.8571428571429, 23.8839285714286, 24.7767857142857, 47.2098214285714, 48.2142857142857, 25, 23.4375, 25, 35.2678571428571, 24.7767857142857, 38.6160714285714, 54.9107142857143, 9.82142857142857, 27.0089285714286, 4.91071428571429, 13.3928571428571, 16.0714285714286, 27.0089285714286, 25, 0, 8.92857142857143, 41.0714285714286, 13.3928571428571, 18.75, 61.1607142857143, 56.6964285714286, 31.0267857142857, 52.6785714285714, 33.9285714285714, 34.375, 45.7589285714286, 12.0535714285714, 34.1517857142857, 8.25892857142857, 29.9107142857143, 47.3214285714286
Zsvsib, 17.8571428571429, 42.1875, 28.125, 15.8482142857143, 38.1696428571429, 31.6964285714286, 47.3214285714286, 27.2321428571429, 22.3214285714286, 19.6428571428571, 15.2901785714286, 7.58928571428571, 40.625, 33.7053571428571, 7.14285714285714, 40.1785714285714, 21.4285714285714, 56.25, 20.3125, 12.5, 16.0714285714286, 27.6785714285714, 21.2053571428571, 41.5178571428571, 58.4821428571429, 10.4910714285714, 23.2142857142857, 21.6517857142857, 43.75, 25.2232142857143, 22.9910714285714, 16.2946428571429, 47.5446428571429, 55.1339285714286, 45.7589285714286, 28.5714285714286, 18.9732142857143, 41.2946428571429, 8.92857142857143, 0, 46.4285714285714, 14.5089285714286, 32.3660714285714, 30.3571428571429, 27.4553571428571, 37.5, 32.1428571428571, 33.9285714285714, 21.875, 41.2946428571429, 20.7589285714286, 46.875, 55.3571428571429, 20.5357142857143, 32.8125
Wpruf, 19.6428571428571, 60.0446428571429, 26.2276785714286, 10.3794642857143, 45.2008928571429, 47.0982142857143, 15.8482142857143, 27.0089285714286, 45.3125, 52.6785714285714, 26.0044642857143, 39.2857142857143, 29.6875, 26.3392857142857, 10.7142857142857, 22.3214285714286, 33.9285714285714, 16.5178571428571, 8.92857142857143, 18.75, 0.223214285714286, 22.0982142857143, 21.4285714285714, 32.8125, 24.1071428571429, 11.1607142857143, 35.7142857142857, 36.8303571428571, 24.1071428571429, 0, 37.5, 26.7857142857143, 43.9732142857143, 25.8928571428571, 54.0178571428571, 16.5178571428571, 20.3125, 47.7678571428571, 41.0714285714286, 46.4285714285714, 0, 13.1696428571429, 28.5714285714286, 72.3214285714286, 47.0982142857143, 40.1785714285714, 26.1160714285714, 3.79464285714286, 30.5803571428571, 56.25, 4.91071428571429, 37.0535714285714, 55.8035714285714, 18.3035714285714, 43.0803571428571
Whuhqu, 36.1607142857143, 48.2142857142857, 29.0178571428571, 32.03125, 47.5446428571429, 41.9642857142857, 29.2410714285714, 67.5223214285714, 36.8303571428571, 13.3928571428571, 41.5178571428571, 4.6875, 40.4017857142857, 48.4375, 16.9642857142857, 9.59821428571428, 28.125, 6.69642857142857, 32.3660714285714, 8.03571428571428, 4.01785714285714, 3.125, 29.7991071428571, 3.57142857142857, 38.3928571428571, 24.5535714285714, 23.6607142857143, 32.1428571428571, 41.7410714285714, 16.9642857142857, 18.75, 37.0535714285714, 43.9732142857143, 29.2410714285714, 44.6428571428571, 34.5982142857143, 50.6696428571429, 27.9017857142857, 13.3928571428571, 14.5089285714286, 13.1696428571429, 0, 37.5, 2.67857142857143, 28.7946428571429, 33.9285714285714, 12.5, 44.6428571428571, 19.1964285714286, 14.5089285714286, 25.4464285714286, 5.35714285714286, 6.69642857142857, 38.3928571428571, 34.5982142857143
Ukyq, 19.6428571428571, 37.6116071428571, 24.7767857142857, 31.0267857142857, 24.5535714285714, 14.5089285714286, 33.4821428571429, 28.125, 6.91964285714286, 30.1339285714286, 46.875, 32.7008928571429, 45.9821428571429, 57.03125, 1.78571428571429, 21.9866071428571, 36.8303571428571, 19.1964285714286, 22.3214285714286, 51.1160714285714, 21.875, 17.1875, 31.0267857142857, 37.7232142857143, 20.7589285714286, 22.5446428571429, 4.24107142857143, 61.3839285714286, 43.9732142857143, 20.9821428571429, 12.9464285714286, 27.4553571428571, 37.2767857142857, 36.1607142857143, 10.2678571428571, 24.7767857142857, 45.3125, 35.9375, 18.75, 32.3660714285714, 28.5714285714286, 37.5, 0, 23.2142857142857, 58.4821428571429, 13.1696428571429, 29.4642857142857, 29.4642857142857, 39.2857142857143, 29.6875, 33.2589285714286, 15.4017857142857, 17.4107142857143, 2.00892857142857, 33.9285714285714
Udbgt, 17.6339285714286, 52.34375, 20.9821428571429, 11.1607142857143, 26.1160714285714, 64.0625, 17.5223214285714, 3.34821428571429, 45.0892857142857, 55.0223214285714, 35.2678571428571, 32.5892857142857, 22.3214285714286, 10.9375, 7.14285714285714, 18.9732142857143, 35.7142857142857, 20.9821428571429, 14.7321428571429, 32.5892857142857, 10.7142857142857, 27.2321428571429, 27.5669642857143, 47.3214285714286, 13.1696428571429, 30.3571428571429, 29.9107142857143, 40.4017857142857, 30.8035714285714, 11.3839285714286, 51.3392857142857, 17.8571428571429, 17.4107142857143, 6.02678571428571, 27.6785714285714, 15.4017857142857, 16.9642857142857, 35.9375, 61.1607142857143, 30.3571428571429, 72.3214285714286, 2.67857142857143, 23.2142857142857, 0, 47.9910714285714, 45.9821428571429, 39.5089285714286, 9.59821428571428, 37.0535714285714, 54.0178571428571, 10.2678571428571, 50.6696428571429, 17.4107142857143, 17.1875, 41.2946428571429
Fwrtu, 34.5982142857143, 51.3392857142857, 7.58928571428571, 15.1785714285714, 12.9464285714286, 21.6517857142857, 21.6517857142857, 17.8571428571429, 18.3035714285714, 20.6473214285714, 21.5401785714286, 31.6964285714286, 34.5982142857143, 44.8660714285714, 29.9107142857143, 18.0803571428571, 22.5446428571429, 9.82142857142857, 46.875, 27.2321428571429, 13.1696428571429, 29.9107142857143, 50, 64.7321428571428, 22.3214285714286, 18.75, 28.3482142857143, 51.5625, 35.0446428571429, 42.6339285714286, 31.4732142857143, 34.5982142857143, 22.0982142857143, 12.7232142857143, 18.3035714285714, 15.4017857142857, 32.3660714285714, 22.0982142857143, 56.6964285714286, 27.4553571428571, 47.0982142857143, 28.7946428571429, 58.4821428571429, 47.9910714285714, 0, 12.5, 27.6785714285714, 33.7053571428571, 20.5357142857143, 41.0714285714286, 18.9732142857143, 12.7232142857143, 18.0803571428571, 27.2321428571429, 61.1607142857143
Ofnqni, 20.0892857142857, 19.8660714285714, 14.9553571428571, 18.4151785714286, 33.0357142857143, 50.6696428571429, 46.875, 41.0714285714286, 44.8660714285714, 37.0535714285714, 33.0357142857143, 7.25446428571428, 21.4285714285714, 15.8482142857143, 24.1071428571429, 10.2678571428571, 32.1428571428571, 35.2678571428571, 26.7857142857143, 18.3035714285714, 7.70089285714286, 23.6607142857143, 41.2946428571429, 16.2946428571429, 57.5892857142857, 32.5892857142857, 18.8616071428571, 25, 22.5446428571429, 28.125, 56.0267857142857, 12.9464285714286, 41.5178571428571, 33.0357142857143, 30.1339285714286, 25.8928571428571, 15.8482142857143, 44.1964285714286, 31.0267857142857, 37.5, 40.1785714285714, 33.9285714285714, 13.1696428571429, 45.9821428571429, 12.5, 0, 37.9464285714286, 31.0267857142857, 47.7678571428571, 29.9107142857143, 15.4017857142857, 70.9821428571428, 35.9375, 7.8125, 25.6696428571429
Gfpumc, 15.8482142857143, 0.669642857142857, 41.2946428571429, 12.6116071428571, 20.9821428571429, 33.7053571428571, 28.3482142857143, 15.625, 40.625, 38.5044642857143, 65.0669642857143, 18.9732142857143, 26.7857142857143, 24.1071428571429, 14.2857142857143, 5.35714285714286, 28.125, 37.0535714285714, 17.96875, 41.5178571428571, 9.15178571428571, 51.1160714285714, 27.2321428571429, 55.1339285714286, 18.75, 27.9017857142857, 33.2589285714286, 39.0625, 32.5892857142857, 17.4107142857143, 18.9732142857143, 11.1607142857143, 28.7946428571429, 29.4642857142857, 21.6517857142857, 17.1875, 16.7410714285714, 21.875, 52.6785714285714, 32.1428571428571, 26.1160714285714, 12.5, 29.4642857142857, 39.5089285714286, 27.6785714285714, 37.9464285714286, 0, 30.5803571428571, 42.4107142857143, 27.9017857142857, 14.5089285714286, 38.6160714285714, 24.5535714285714, 14.7321428571429, 44.8660714285714
Kdkf, 45.9821428571429, 17.6339285714286, 32.2544642857143, 10.4910714285714, 27.6785714285714, 28.125, 18.4151785714286, 22.9910714285714, 21.6517857142857, 4.35267857142857, 45.0892857142857, 15.1785714285714, 27.2321428571429, 50.6696428571429, 32.1428571428571, 20.9821428571429, 25.2232142857143, 17.4107142857143, 52.0089285714286, 36.1607142857143, 18.0803571428571, 15.1785714285714, 36.6071428571429, 37.2767857142857, 44.6428571428571, 13.6160714285714, 36.71875, 28.5714285714286, 13.8392857142857, 50.2232142857143, 35.4910714285714, 5.80357142857143, 15.4017857142857, 43.9732142857143, 8.70535714285714, 36.8303571428571, 16.5178571428571, 30.3571428571429, 33.9285714285714, 33.9285714285714, 3.79464285714286, 44.6428571428571, 29.4642857142857, 9.59821428571428, 33.7053571428571, 31.0267857142857, 30.5803571428571, 0, 9.82142857142857, 33.4821428571429, 38.3928571428571, 14.2857142857143, 10.9375, 35.4910714285714, 44.6428571428571
Vcfpi, 35.7142857142857, 22.3214285714286, 36.1607142857143, 35.8258928571429, 26.0044642857143, 29.2410714285714, 22.5446428571429, 35.7142857142857, 37.2767857142857, 59.8214285714286, 46.4285714285714, 6.25, 1.33928571428571, 17.8571428571429, 8.03571428571428, 15.625, 43.8616071428571, 42.4107142857143, 33.4821428571429, 38.3928571428571, 21.3169642857143, 23.2142857142857, 21.875, 17.4107142857143, 23.8839285714286, 20.9821428571429, 25.4464285714286, 41.0714285714286, 48.2142857142857, 13.8392857142857, 38.8392857142857, 24.7767857142857, 15.1785714285714, 16.9642857142857, 33.7053571428571, 13.1696428571429, 34.5982142857143, 22.3214285714286, 34.375, 21.875, 30.5803571428571, 19.1964285714286, 39.2857142857143, 37.0535714285714, 20.5357142857143, 47.7678571428571, 42.4107142857143, 9.82142857142857, 0, 38.1696428571429, 29.4642857142857, 72.0982142857143, 19.4196428571429, 25.2232142857143, 24.7767857142857
Qiqzn, 64.2857142857143, 34.7098214285714, 33.7053571428571, 12.9464285714286, 24.8883928571429, 14.9553571428571, 15.625, 27.6785714285714, 45.3125, 52.2321428571429, 21.3169642857143, 11.1607142857143, 23.6607142857143, 37.7232142857143, 0.892857142857143, 12.0535714285714, 33.2589285714286, 17.4107142857143, 54.0178571428571, 35.2678571428571, 0.892857142857143, 24.3303571428571, 32.1428571428571, 39.5089285714286, 29.9107142857143, 29.2410714285714, 19.1964285714286, 56.9196428571429, 26.1160714285714, 7.36607142857143, 29.4642857142857, 25.4464285714286, 35.7142857142857, 48.4375, 35.2678571428571, 5.13392857142857, 22.3214285714286, 49.3303571428571, 45.7589285714286, 41.2946428571429, 56.25, 14.5089285714286, 29.6875, 54.0178571428571, 41.0714285714286, 29.9107142857143, 27.9017857142857, 33.4821428571429, 38.1696428571429, 0, 37.0535714285714, 37.0535714285714, 18.9732142857143, 18.75, 34.8214285714286
Snwid, 42.1875, 33.4821428571429, 12.5, 17.5223214285714, 23.4375, 45.0892857142857, 20.3125, 23.6607142857143, 36.1607142857143, 10.4910714285714, 39.2857142857143, 28.5714285714286, 36.1607142857143, 42.7455357142857, 27.2321428571429, 8.70535714285714, 30.46875, 29.4642857142857, 39.5089285714286, 48.2142857142857, 13.9508928571429, 16.5178571428571, 23.2142857142857, 25.8928571428571, 44.1964285714286, 26.3392857142857, 6.47321428571428, 40.625, 27.2321428571429, 18.3035714285714, 6.25, 56.25, 11.1607142857143, 35.7142857142857, 23.4375, 21.6517857142857, 17.6339285714286, 21.4285714285714, 12.0535714285714, 20.7589285714286, 4.91071428571429, 25.4464285714286, 33.2589285714286, 10.2678571428571, 18.9732142857143, 15.4017857142857, 14.5089285714286, 38.3928571428571, 29.4642857142857, 37.0535714285714, 0, 19.4196428571429, 21.4285714285714, 30.8035714285714, 4.01785714285714
Kskwi, 17.1875, 23.5491071428571, 19.8660714285714, 16.7410714285714, 33.0357142857143, 50.4464285714286, 34.375, 25.4464285714286, 23.4375, 44.6428571428571, 40.1785714285714, 7.92410714285714, 3.57142857142857, 2.23214285714286, 15.625, 10.7142857142857, 29.4642857142857, 58.4821428571429, 38.8392857142857, 22.7678571428571, 15.8482142857143, 44.1964285714286, 26.3392857142857, 28.5714285714286, 51.7857142857143, 31.9196428571429, 31.0267857142857, 25, 41.7410714285714, 25.4464285714286, 51.7857142857143, 10.4910714285714, 39.5089285714286, 25.8928571428571, 40.1785714285714, 9.82142857142857, 9.82142857142857, 29.9107142857143, 34.1517857142857, 46.875, 37.0535714285714, 5.35714285714286, 15.4017857142857, 50.6696428571429, 12.7232142857143, 70.9821428571428, 38.6160714285714, 14.2857142857143, 72.0982142857143, 37.0535714285714, 19.4196428571429, 0, 33.9285714285714, 26.1160714285714, 20.9821428571429
Wjrv, 4.46428571428571, 33.0357142857143, 13.1696428571429, 11.9419642857143, 51.4508928571429, 34.1517857142857, 44.4196428571429, 25.3348214285714, 48.8839285714286, 20.5357142857143, 30.3571428571429, 30.8035714285714, 29.6875, 56.25, 20.5357142857143, 30.3571428571429, 20.5357142857143, 26.3392857142857, 22.7678571428571, 5.35714285714286, 13.1696428571429, 43.75, 16.7410714285714, 14.5089285714286, 33.4821428571429, 17.8571428571429, 43.1919642857143, 17.4107142857143, 18.75, 22.9910714285714, 30.1339285714286, 28.7946428571429, 45.7589285714286, 38.3928571428571, 38.3928571428571, 45.5357142857143, 10.4910714285714, 48.6607142857143, 8.25892857142857, 55.3571428571429, 55.8035714285714, 6.69642857142857, 17.4107142857143, 17.4107142857143, 18.0803571428571, 35.9375, 24.5535714285714, 10.9375, 19.4196428571429, 18.9732142857143, 21.4285714285714, 33.9285714285714, 0, 23.2142857142857, 11.1607142857143
