ISC 77, Albfdc, Bgwkys, Bmxhcu, Chienn, Fgmwbz, Fuxtax, Fwrtu, Gfpumc, Imkp, Jhhm, Jpow, Kcax, Knrjuc, Kskwi, Kxxe, Ofnqni, Pdds, Puycrw, Qiqzn, Quha, Snwid, Ukyq, Vpnhw, Vqahhq, Vugl, Wpruf, Yrqqw, Sion, Lwuzf, Lzihpl, Dxgxa, Nepk, Sved, Xxabu, Lxjh, Dzct, Badadf, Rkfn, Mvki, Zsvsib, Whuhqu, Pndyf, Zfxe, Udbgt, Asmp, Ucjm, Omoxmm, Ynaysn, Kdkf, Mxkah, Vcfpi, Dwhr, Wjrv, Zjmch, Ldlszf
Snwid, 17.1875, 23.2142857142857, 38.1696428571429, 42.8571428571429, 28.125, 26.4508928571429, 18.5267857142857, 16.8526785714286, 21.4285714285714, 31.6964285714286, 2.79017857142857, 1.78571428571429, 12.2767857142857, 22.0982142857143, 20.9821428571429, 25.2232142857143, 16.7410714285714, 29.0178571428571, 16.5178571428571, 13.6160714285714, 0, 29.9107142857143, 6.80803571428571, 43.3035714285714, 12.2767857142857, 25.4464285714286, 7.58928571428571, 23.3258928571429, 53.5714285714286, 22.0982142857143, 20.5357142857143, 41.5178571428571, 7.36607142857143, 17.8571428571429, 7.8125, 10.9375, 30.8035714285714, 11.1607142857143, 14.7321428571429, 30.8035714285714, 35.8258928571429, 13.9508928571429, 7.8125, 38.7276785714286, 32.5892857142857, 20.5357142857143, 1.33928571428571, 32.2544642857143, 19.0848214285714, 46.6517857142857, 15.625, 17.4107142857143, 30.8035714285714, 18.0803571428571, 66.0714285714286
Ukyq, 0.892857142857143, 18.9732142857143, 36.6071428571429, 32.8125, 22.8794642857143, 16.9642857142857, 12.6116071428571, 37.5, 16.7410714285714, 0.223214285714286, 14.5089285714286, 6.69642857142857, 9.375, 6.25, 12.9464285714286, 29.7991071428571, 9.15178571428571, 30.2455357142857, 16.7410714285714, 12.5, 29.9107142857143, 0, 21.4285714285714, 8.92857142857143, 6.47321428571428, 4.57589285714286, 5.80357142857143, 44.1964285714286, 24.1071428571429, 3.90625, 19.3080357142857, 35.7142857142857, 17.8571428571429, 0.223214285714286, 15.625, 39.2857142857143, 19.6428571428571, 11.4955357142857, 5.13392857142857, 64.5089285714286, 19.6428571428571, 1.11607142857143, 5.02232142857143, 27.2321428571429, 22.3214285714286, 31.6964285714286, 20.3125, 33.0357142857143, 47.3214285714286, 39.7321428571429, 6.91964285714286, 18.3035714285714, 0.892857142857143, 5.80357142857143, 33.4821428571429
Vpnhw, 28.0133928571429, 37.0535714285714, 14.7321428571429, 27.9017857142857, 35.8258928571429, 28.5714285714286, 40.625, 62.8348214285714, 22.3214285714286, 22.9910714285714, 7.92410714285714, 3.45982142857143, 27.6785714285714, 23.4375, 37.6116071428571, 32.2544642857143, 16.2946428571429, 23.2142857142857, 8.92857142857143, 55.6919642857143, 6.80803571428571, 21.4285714285714, 0, 30.3571428571429, 28.0133928571429, 11.1607142857143, 30.0223214285714, 32.3660714285714, 63.1696428571429, 29.4642857142857, 33.0357142857143, 11.9419642857143, 45.9821428571429, 23.8839285714286, 24.1071428571429, 20.5357142857143, 18.75, 10.0446428571429, 49.4419642857143, 14.2857142857143, 17.8571428571429, 8.92857142857143, 30.6919642857143, 28.3482142857143, 24.5535714285714, 35.8258928571429, 49.1071428571429, 52.9017857142857, 43.75, 3.01339285714286, 44.4196428571429, 13.6160714285714, 25.5580357142857, 40.625, 8.03571428571428
Vqahhq, 8.92857142857143, 10.7142857142857, 23.6607142857143, 42.1875, 45.2008928571429, 37.5, 13.3928571428571, 32.1428571428571, 13.3928571428571, 24.7767857142857, 5.80357142857143, 7.92410714285714, 5.58035714285714, 22.3214285714286, 19.4196428571429, 27.6785714285714, 27.2321428571429, 14.2857142857143, 0.892857142857143, 40.625, 43.3035714285714, 8.92857142857143, 30.3571428571429, 0, 26.1160714285714, 32.1428571428571, 34.1517857142857, 19.4196428571429, 50.4464285714286, 29.4642857142857, 37.7232142857143, 23.4375, 17.8571428571429, 23.2142857142857, 36.6071428571429, 10.7142857142857, 33.0357142857143, 6.25, 32.1428571428571, 5.35714285714286, 45.0892857142857, 23.2142857142857, 36.1607142857143, 58.4821428571429, 14.5089285714286, 27.6785714285714, 8.92857142857143, 44.1964285714286, 15.625, 32.5892857142857, 33.0357142857143, 7.58928571428571, 30.8035714285714, 52.2321428571429, 45.5357142857143
Vugl, 36.6071428571429, 2.67857142857143, 26.3392857142857, 38.28125, 35.8258928571429, 50.3348214285714, 40.625, 27.9017857142857, 61.1607142857143, 25.2232142857143, 7.58928571428571, 1.33928571428571, 35.4910714285714, 17.4107142857143, 11.6071428571429, 1.11607142857143, 14.6205357142857, 23.5491071428571, 8.59375, 33.7053571428571, 12.2767857142857, 6.47321428571428, 28.0133928571429, 26.1160714285714, 0, 14.1741071428571, 19.8660714285714, 8.92857142857143, 13.9508928571429, 21.4285714285714, 11.3839285714286, 22.9910714285714, 36.1607142857143, 39.5089285714286, 19.1964285714286, 4.57589285714286, 49.8883928571429, 8.70535714285714, 21.6517857142857, 4.35267857142857, 11.3839285714286, 49.1071428571429, 46.6517857142857, 19.0848214285714, 33.1473214285714, 26.3392857142857, 19.1964285714286, 46.6517857142857, 18.6383928571429, 25.8928571428571, 4.24107142857143, 30.2455357142857, 27.9017857142857, 31.9196428571429, 29.9107142857143
Wpruf, 9.375, 26.4508928571429, 37.7232142857143, 47.2098214285714, 20.9821428571429, 28.5714285714286, 10.2678571428571, 30.8035714285714, 14.6205357142857, 5.80357142857143, 19.1964285714286, 9.375, 12.7232142857143, 7.8125, 26.7857142857143, 7.8125, 28.5714285714286, 3.34821428571429, 1.67410714285714, 1.33928571428571, 25.4464285714286, 4.57589285714286, 11.1607142857143, 32.1428571428571, 14.1741071428571, 0, 3.34821428571429, 5.35714285714286, 20.7589285714286, 11.9419642857143, 26.8973214285714, 27.2321428571429, 18.75, 35.8258928571429, 8.70535714285714, 1.5625, 8.48214285714286, 10.7142857142857, 0.111607142857143, 17.96875, 14.2857142857143, 14.7321428571429, 25.6696428571429, 19.8660714285714, 20.3125, 6.69642857142857, 0.111607142857143, 7.14285714285714, 19.4196428571429, 18.5267857142857, 22.2098214285714, 16.9642857142857, 24.1071428571429, 12.9464285714286, 42.1875
Yrqqw, 6.02678571428571, 20.9821428571429, 50.8928571428571, 29.9107142857143, 36.6071428571429, 19.1964285714286, 19.0848214285714, 39.2857142857143, 17.4107142857143, 32.8125, 22.3214285714286, 10.8258928571429, 2.56696428571429, 34.5982142857143, 24.1071428571429, 41.9642857142857, 47.3214285714286, 33.7053571428571, 29.4642857142857, 80.3571428571428, 7.58928571428571, 5.80357142857143, 30.0223214285714, 34.1517857142857, 19.8660714285714, 3.34821428571429, 0, 7.14285714285714, 30.8035714285714, 25.4464285714286, 50.8928571428571, 22.3214285714286, 46.6517857142857, 29.6875, 36.3839285714286, 32.1428571428571, 37.9464285714286, 56.25, 67.6339285714286, 35.7142857142857, 43.75, 34.5982142857143, 34.375, 42.8571428571429, 25, 19.4196428571429, 47.3214285714286, 17.1875, 11.3839285714286, 19.6428571428571, 38.3928571428571, 22.3214285714286, 15.4017857142857, 28.125, 17.8571428571429
Sion, 30.5803571428571, 27.9017857142857, 36.3839285714286, 47.3214285714286, 19.3080357142857, 31.4732142857143, 41.0714285714286, 57.3660714285714, 27.2321428571429, 27.9017857142857, 25.6696428571429, 36.9419642857143, 5.58035714285714, 8.25892857142857, 11.3839285714286, 28.125, 51.7857142857143, 19.0848214285714, 14.2857142857143, 19.6428571428571, 23.3258928571429, 44.1964285714286, 32.3660714285714, 19.4196428571429, 8.92857142857143, 5.35714285714286, 7.14285714285714, 0, 30.8035714285714, 29.9107142857143, 21.2053571428571, 12.2767857142857, 15.625, 7.14285714285714, 45.3125, 51.7857142857143, 15.4017857142857, 29.2410714285714, 8.92857142857143, 39.2857142857143, 19.8660714285714, 32.3660714285714, 40.625, 34.1517857142857, 5.58035714285714, 38.3928571428571, 46.6517857142857, 32.8125, 63.1696428571429, 23.2142857142857, 16.7410714285714, 32.5892857142857, 36.8303571428571, 18.9732142857143, 25
Lwuzf, 8.03571428571428, 38.3928571428571, 32.8125, 47.65625, 25.1116071428571, 28.7946428571429, 40.5133928571429, 31.9196428571429, 25.2232142857143, 44.1964285714286, 9.375, 1.78571428571429, 9.15178571428571, 6.25, 34.1517857142857, 26.5625, 28.7946428571429, 25, 4.91071428571429, 31.0267857142857, 53.5714285714286, 24.1071428571429, 63.1696428571429, 50.4464285714286, 13.9508928571429, 20.7589285714286, 30.8035714285714, 30.8035714285714, 0, 30.8035714285714, 37.5, 35.2678571428571, 18.9732142857143, 20.5357142857143, 15.1785714285714, 14.5089285714286, 27.4553571428571, 8.03571428571428, 36.3839285714286, 28.5714285714286, 23.2142857142857, 9.375, 14.0625, 35.2678571428571, 26.7857142857143, 13.8392857142857, 23.4375, 36.6071428571429, 31.9196428571429, 31.25, 44.1964285714286, 18.9732142857143, 25.4464285714286, 37.7232142857143, 40.625
Lzihpl, 26.5625, 27.0089285714286, 19.1964285714286, 33.4821428571429, 34.1517857142857, 32.3660714285714, 57.5892857142857, 17.8571428571429, 35.4910714285714, 17.1875, 10.6026785714286, 13.1696428571429, 23.8839285714286, 10.7142857142857, 28.5714285714286, 55.5803571428571, 24.5535714285714, 32.3660714285714, 13.7276785714286, 43.0803571428571, 22.0982142857143, 3.90625, 29.4642857142857, 29.4642857142857, 21.4285714285714, 11.9419642857143, 25.4464285714286, 29.9107142857143, 30.8035714285714, 0, 15.8482142857143, 36.6071428571429, 23.8839285714286, 19.4196428571429, 13.3928571428571, 46.2053571428571, 29.0178571428571, 22.7678571428571, 26.1160714285714, 11.3839285714286, 43.3035714285714, 34.375, 19.6428571428571, 22.7678571428571, 22.7678571428571, 30.8035714285714, 33.7053571428571, 25.8928571428571, 14.2857142857143, 5.35714285714286, 24.5535714285714, 51.1160714285714, 58.4821428571429, 49.3303571428571, 17.8571428571429
Dxgxa, 1.78571428571429, 42.6339285714286, 42.8571428571429, 37.7232142857143, 16.6294642857143, 42.1875, 15.8482142857143, 38.8392857142857, 9.59821428571428, 31.6964285714286, 8.59375, 7.8125, 17.6339285714286, 31.25, 12.5, 32.5892857142857, 39.7321428571429, 33.7053571428571, 17.4107142857143, 57.1428571428571, 20.5357142857143, 19.3080357142857, 33.0357142857143, 37.7232142857143, 11.3839285714286, 26.8973214285714, 50.8928571428571, 21.2053571428571, 37.5, 15.8482142857143, 0, 35.9375, 20.5357142857143, 44.4196428571429, 47.3214285714286, 35.7142857142857, 22.7678571428571, 20.0892857142857, 41.7410714285714, 29.6875, 36.1607142857143, 45.5357142857143, 23.8839285714286, 44.6428571428571, 19.8660714285714, 14.7321428571429, 36.3839285714286, 24.5535714285714, 23.2142857142857, 41.0714285714286, 64.2857142857143, 25.4464285714286, 7.58928571428571, 44.8660714285714, 14.2857142857143
Nepk, 17.1875, 28.125, 24.3303571428571, 43.5267857142857, 20.2008928571429, 54.9107142857143, 17.4107142857143, 16.2946428571429, 27.9017857142857, 5.35714285714286, 6.25, 14.7321428571429, 42.1875, 8.70535714285714, 34.2633928571429, 37.2767857142857, 26.5625, 58.0357142857143, 7.36607142857143, 56.3616071428571, 41.5178571428571, 35.7142857142857, 11.9419642857143, 23.4375, 22.9910714285714, 27.2321428571429, 22.3214285714286, 12.2767857142857, 35.2678571428571, 36.6071428571429, 35.9375, 0, 4.46428571428571, 21.875, 4.91071428571429, 43.3035714285714, 56.0267857142857, 17.4107142857143, 17.4107142857143, 38.8392857142857, 44.8660714285714, 26.5625, 15.4017857142857, 11.1607142857143, 52.2321428571429, 34.375, 8.03571428571428, 35.0446428571429, 9.82142857142857, 41.9642857142857, 27.2321428571429, 34.8214285714286, 15.625, 52.9017857142857, 40.625
Sved, 18.0803571428571, 7.58928571428571, 48.8839285714286, 18.4151785714286, 54.0178571428571, 33.4821428571429, 40.7366071428571, 77.2321428571428, 16.9642857142857, 23.2142857142857, 23.2142857142857, 11.6071428571429, 5.58035714285714, 43.3035714285714, 16.5178571428571, 11.6071428571429, 21.875, 21.6517857142857, 13.6160714285714, 43.3035714285714, 7.36607142857143, 17.8571428571429, 45.9821428571429, 17.8571428571429, 36.1607142857143, 18.75, 46.6517857142857, 15.625, 18.9732142857143, 23.8839285714286, 20.5357142857143, 4.46428571428571, 0, 29.2410714285714, 25, 22.5446428571429, 7.14285714285714, 36.6071428571429, 32.5892857142857, 31.4732142857143, 33.0357142857143, 14.5089285714286, 37.2767857142857, 35.2678571428571, 19.6428571428571, 15.1785714285714, 39.0625, 23.6607142857143, 40.8482142857143, 18.75, 17.8571428571429, 13.1696428571429, 45.0892857142857, 6.91964285714286, 22.5446428571429
Xxabu, 37.1651785714286, 20.5357142857143, 22.3214285714286, 56.25, 20.5357142857143, 33.0357142857143, 27.34375, 31.4732142857143, 39.0625, 29.0178571428571, 6.91964285714286, 0.892857142857143, 26.3392857142857, 51.7857142857143, 22.3214285714286, 18.8616071428571, 46.4285714285714, 32.5892857142857, 9.82142857142857, 35.0446428571429, 17.8571428571429, 0.223214285714286, 23.8839285714286, 23.2142857142857, 39.5089285714286, 35.8258928571429, 29.6875, 7.14285714285714, 20.5357142857143, 19.4196428571429, 44.4196428571429, 21.875, 29.2410714285714, 0, 54.4642857142857, 25, 18.75, 13.1696428571429, 16.9642857142857, 14.0625, 20.7589285714286, 33.9285714285714, 23.2142857142857, 9.375, 29.0178571428571, 24.1071428571429, 16.5178571428571, 16.7410714285714, 2.45535714285714, 41.0714285714286, 55.5803571428571, 21.4285714285714, 21.875, 48.2142857142857, 49.3303571428571
Lxjh, 14.7321428571429, 22.0982142857143, 36.3839285714286, 26.7857142857143, 33.2589285714286, 47.9910714285714, 21.4285714285714, 62.9464285714286, 10.7142857142857, 28.125, 13.8392857142857, 30.0223214285714, 4.57589285714286, 55.1339285714286, 12.9464285714286, 35.7142857142857, 43.8616071428571, 18.75, 10.15625, 47.0982142857143, 7.8125, 15.625, 24.1071428571429, 36.6071428571429, 19.1964285714286, 8.70535714285714, 36.3839285714286, 45.3125, 15.1785714285714, 13.3928571428571, 47.3214285714286, 4.91071428571429, 25, 54.4642857142857, 0, 60.9375, 13.3928571428571, 28.5714285714286, 33.4821428571429, 20.9821428571429, 25.4464285714286, 45.5357142857143, 27.6785714285714, 24.3303571428571, 15.625, 14.7321428571429, 29.2410714285714, 24.3303571428571, 12.0535714285714, 58.0357142857143, 56.6964285714286, 21.2053571428571, 14.5089285714286, 34.375, 19.6428571428571
Dzct, 12.3883928571429, 25.4464285714286, 26.1160714285714, 37.5, 16.5178571428571, 44.8660714285714, 34.1517857142857, 47.7678571428571, 12.5, 18.9732142857143, 16.0714285714286, 38.6160714285714, 6.69642857142857, 27.2321428571429, 16.0714285714286, 68.9732142857143, 31.8080357142857, 40.625, 10.6026785714286, 63.6160714285714, 10.9375, 39.2857142857143, 20.5357142857143, 10.7142857142857, 4.57589285714286, 1.5625, 32.1428571428571, 51.7857142857143, 14.5089285714286, 46.2053571428571, 35.7142857142857, 43.3035714285714, 22.5446428571429, 25, 60.9375, 0, 41.0714285714286, 41.9642857142857, 24.5535714285714, 33.0357142857143, 44.8660714285714, 19.6428571428571, 14.0625, 6.25, 24.7767857142857, 15.1785714285714, 32.1428571428571, 26.3392857142857, 24.1071428571429, 38.6160714285714, 46.875, 30.1339285714286, 25.8928571428571, 30.8035714285714, 17.6339285714286
Badadf, 34.8214285714286, 8.03571428571428, 29.0178571428571, 55.8035714285714, 35.2678571428571, 32.5892857142857, 22.8794642857143, 17.6339285714286, 39.0625, 18.9732142857143, 6.69642857142857, 14.5089285714286, 29.4642857142857, 6.25, 12.1651785714286, 36.3839285714286, 28.5714285714286, 55.6919642857143, 7.58928571428571, 57.5892857142857, 30.8035714285714, 19.6428571428571, 18.75, 33.0357142857143, 49.8883928571429, 8.48214285714286, 37.9464285714286, 15.4017857142857, 27.4553571428571, 29.0178571428571, 22.7678571428571, 56.0267857142857, 7.14285714285714, 18.75, 13.3928571428571, 41.0714285714286, 0, 27.9017857142857, 17.6339285714286, 22.3214285714286, 56.0267857142857, 41.0714285714286, 29.6875, 14.9553571428571, 22.9910714285714, 30.8035714285714, 31.6964285714286, 65.4017857142857, 14.0625, 34.5982142857143, 22.3214285714286, 8.25892857142857, 24.3303571428571, 37.9464285714286, 37.7232142857143
Rkfn, 22.3214285714286, 18.0803571428571, 70.7589285714286, 35.2678571428571, 13.6160714285714, 34.375, 43.9732142857143, 37.2767857142857, 17.8571428571429, 22.0982142857143, 53.90625, 37.2767857142857, 2.90178571428571, 36.3839285714286, 6.69642857142857, 35.6026785714286, 26.3392857142857, 14.1741071428571, 37.0535714285714, 41.0714285714286, 11.1607142857143, 11.4955357142857, 10.0446428571429, 6.25, 8.70535714285714, 10.7142857142857, 56.25, 29.2410714285714, 8.03571428571428, 22.7678571428571, 20.0892857142857, 17.4107142857143, 36.6071428571429, 13.1696428571429, 28.5714285714286, 41.9642857142857, 27.9017857142857, 0, 24.3303571428571, 41.0714285714286, 31.0267857142857, 20.7589285714286, 17.1875, 5.35714285714286, 28.5714285714286, 20.9821428571429, 27.6785714285714, 11.6071428571429, 18.75, 6.25, 33.2589285714286, 35.7142857142857, 23.6607142857143, 12.0535714285714, 6.91964285714286
Mvki, 10.2678571428571, 26.7857142857143, 21.4285714285714, 1.5625, 18.75, 26.1160714285714, 21.3169642857143, 47.3214285714286, 8.70535714285714, 44.6428571428571, 10.7142857142857, 3.125, 19.8660714285714, 37.2767857142857, 21.4285714285714, 48.5491071428571, 23.6607142857143, 32.1428571428571, 25.2232142857143, 85.7142857142857, 14.7321428571429, 5.13392857142857, 49.4419642857143, 32.1428571428571, 21.6517857142857, 0.111607142857143, 67.6339285714286, 8.92857142857143, 36.3839285714286, 26.1160714285714, 41.7410714285714, 17.4107142857143, 32.5892857142857, 16.9642857142857, 33.4821428571429, 24.5535714285714, 17.6339285714286, 24.3303571428571, 0, 22.3214285714286, 20.7589285714286, 12.2767857142857, 41.2946428571429, 47.3214285714286, 58.4821428571429, 28.125, 42.6339285714286, 26.3392857142857, 16.0714285714286, 14.2857142857143, 20.7589285714286, 29.9107142857143, 25.6696428571429, 34.8214285714286, 11.3839285714286
Zsvsib, 7.58928571428571, 40.8482142857143, 83.7053571428571, 50.5580357142857, 27.2321428571429, 23.6607142857143, 26.6741071428571, 37.2767857142857, 18.5267857142857, 3.57142857142857, 44.8660714285714, 16.5178571428571, 8.92857142857143, 11.6071428571429, 13.1696428571429, 30.8035714285714, 29.4642857142857, 34.1517857142857, 18.0803571428571, 22.7678571428571, 30.8035714285714, 64.5089285714286, 14.2857142857143, 5.35714285714286, 4.35267857142857, 17.96875, 35.7142857142857, 39.2857142857143, 28.5714285714286, 11.3839285714286, 29.6875, 38.8392857142857, 31.4732142857143, 14.0625, 20.9821428571429, 33.0357142857143, 22.3214285714286, 41.0714285714286, 22.3214285714286, 0, 16.9642857142857, 18.3035714285714, 12.2767857142857, 30.5803571428571, 24.3303571428571, 45.9821428571429, 33.0357142857143, 19.6428571428571, 48.4375, 45.0892857142857, 15.4017857142857, 38.1696428571429, 17.8571428571429, 7.36607142857143, 31.6964285714286
Whuhqu, 11.2723214285714, 3.34821428571429, 14.5089285714286, 37.0535714285714, 44.1964285714286, 21.875, 24.3303571428571, 50, 4.6875, 27.2321428571429, 2.45535714285714, 13.3928571428571, 20.9821428571429, 45.7589285714286, 9.93303571428571, 45.6473214285714, 41.7410714285714, 50.2232142857143, 14.2857142857143, 66.0714285714286, 35.8258928571429, 19.6428571428571, 17.8571428571429, 45.0892857142857, 11.3839285714286, 14.2857142857143, 43.75, 19.8660714285714, 23.2142857142857, 43.3035714285714, 36.1607142857143, 44.8660714285714, 33.0357142857143, 20.7589285714286, 25.4464285714286, 44.8660714285714, 56.0267857142857, 31.0267857142857, 20.7589285714286, 16.9642857142857, 0, 25.4464285714286, 15.1785714285714, 49.5535714285714, 17.6339285714286, 27.2321428571429, 38.3928571428571, 40.625, 10.4910714285714, 40.8482142857143, 40.625, 6.69642857142857, 18.9732142857143, 44.4196428571429, 35.4910714285714
Pndyf, 33.0357142857143, 26.5625, 45.9821428571429, 31.4732142857143, 60.2678571428571, 50, 18.1919642857143, 28.125, 33.9285714285714, 16.5178571428571, 7.8125, 17.4107142857143, 24.5535714285714, 19.1964285714286, 20.5357142857143, 12.1651785714286, 46.2053571428571, 36.1607142857143, 20.3125, 20.8705357142857, 13.9508928571429, 1.11607142857143, 8.92857142857143, 23.2142857142857, 49.1071428571429, 14.7321428571429, 34.5982142857143, 32.3660714285714, 9.375, 34.375, 45.5357142857143, 26.5625, 14.5089285714286, 33.9285714285714, 45.5357142857143, 19.6428571428571, 41.0714285714286, 20.7589285714286, 12.2767857142857, 18.3035714285714, 25.4464285714286, 0, 49.5535714285714, 35.0446428571429, 12.2767857142857, 22.9910714285714, 36.6071428571429, 29.6875, 13.3928571428571, 46.875, 29.0178571428571, 36.6071428571429, 27.0089285714286, 26.3392857142857, 10.4910714285714
Zfxe, 46.4285714285714, 8.03571428571428, 16.5178571428571, 33.0357142857143, 47.9910714285714, 34.375, 2.12053571428571, 60.2678571428571, 17.8571428571429, 36.8303571428571, 25.2232142857143, 21.6517857142857, 13.3928571428571, 7.14285714285714, 23.2142857142857, 8.25892857142857, 44.4196428571429, 44.1964285714286, 7.25446428571428, 36.8303571428571, 7.8125, 5.02232142857143, 30.6919642857143, 36.1607142857143, 46.6517857142857, 25.6696428571429, 34.375, 40.625, 14.0625, 19.6428571428571, 23.8839285714286, 15.4017857142857, 37.2767857142857, 23.2142857142857, 27.6785714285714, 14.0625, 29.6875, 17.1875, 41.2946428571429, 12.2767857142857, 15.1785714285714, 49.5535714285714, 0, 52.6785714285714, 37.9464285714286, 35.0446428571429, 26.3392857142857, 35.2678571428571, 34.8214285714286, 19.8660714285714, 6.25, 22.5446428571429, 58.4821428571429, 16.9642857142857, 25.8928571428571
Udbgt, 11.2723214285714, 25.8928571428571, 25.6696428571429, 31.6964285714286, 56.0267857142857, 16.0714285714286, 8.25892857142857, 64.0625, 6.69642857142857, 40.1785714285714, 14.0625, 4.6875, 6.02678571428571, 27.6785714285714, 15.625, 30.1339285714286, 30.46875, 31.9196428571429, 12.0535714285714, 38.6160714285714, 38.7276785714286, 27.2321428571429, 28.3482142857143, 58.4821428571429, 19.0848214285714, 19.8660714285714, 42.8571428571429, 34.1517857142857, 35.2678571428571, 22.7678571428571, 44.6428571428571, 11.1607142857143, 35.2678571428571, 9.375, 24.3303571428571, 6.25, 14.9553571428571, 5.35714285714286, 47.3214285714286, 30.5803571428571, 49.5535714285714, 35.0446428571429, 52.6785714285714, 0, 19.1964285714286, 42.4107142857143, 28.5714285714286, 19.4196428571429, 47.3214285714286, 43.9732142857143, 25.4464285714286, 33.2589285714286, 33.0357142857143, 21.4285714285714, 28.7946428571429
Asmp, 14.1741071428571, 11.6071428571429, 18.3035714285714, 17.8571428571429, 19.0848214285714, 42.4107142857143, 24.3303571428571, 32.5892857142857, 15.1785714285714, 49.5535714285714, 8.92857142857143, 0.446428571428571, 29.6875, 45.3125, 30.3571428571429, 41.7410714285714, 26.3392857142857, 47.5446428571429, 37.7232142857143, 46.9866071428571, 32.5892857142857, 22.3214285714286, 24.5535714285714, 14.5089285714286, 33.1473214285714, 20.3125, 25, 5.58035714285714, 26.7857142857143, 22.7678571428571, 19.8660714285714, 52.2321428571429, 19.6428571428571, 29.0178571428571, 15.625, 24.7767857142857, 22.9910714285714, 28.5714285714286, 58.4821428571429, 24.3303571428571, 17.6339285714286, 12.2767857142857, 37.9464285714286, 19.1964285714286, 0, 21.2053571428571, 13.8392857142857, 20.9821428571429, 14.9553571428571, 35.2678571428571, 11.1607142857143, 31.0267857142857, 18.5267857142857, 34.375, 28.3482142857143
Ucjm, 56.4732142857143, 37.5, 32.1428571428571, 50.8928571428571, 28.125, 16.5178571428571, 22.7678571428571, 37.7232142857143, 31.6964285714286, 0.892857142857143, 29.9107142857143, 11.3839285714286, 47.65625, 22.0982142857143, 12.0535714285714, 30.5803571428571, 7.58928571428571, 35.7142857142857, 5.46875, 44.7544642857143, 20.5357142857143, 31.6964285714286, 35.8258928571429, 27.6785714285714, 26.3392857142857, 6.69642857142857, 19.4196428571429, 38.3928571428571, 13.8392857142857, 30.8035714285714, 14.7321428571429, 34.375, 15.1785714285714, 24.1071428571429, 14.7321428571429, 15.1785714285714, 30.8035714285714, 20.9821428571429, 28.125, 45.9821428571429, 27.2321428571429, 22.9910714285714, 35.0446428571429, 42.4107142857143, 21.2053571428571, 0, 24.1071428571429, 46.2053571428571, 41.9642857142857, 18.3035714285714, 21.6517857142857, 51.1160714285714, 35.0446428571429, 54.4642857142857, 20.0892857142857
Omoxmm, 22.65625, 15.1785714285714, 33.2589285714286, 12.6116071428571, 39.7321428571429, 16.2946428571429, 57.3660714285714, 53.5714285714286, 27.9017857142857, 20.9821428571429, 5.80357142857143, 1.00446428571429, 20.9821428571429, 26.7857142857143, 9.82142857142857, 25.8928571428571, 71.4285714285714, 33.7053571428571, 29.2410714285714, 46.4285714285714, 1.33928571428571, 20.3125, 49.1071428571429, 8.92857142857143, 19.1964285714286, 0.111607142857143, 47.3214285714286, 46.6517857142857, 23.4375, 33.7053571428571, 36.3839285714286, 8.03571428571428, 39.0625, 16.5178571428571, 29.2410714285714, 32.1428571428571, 31.6964285714286, 27.6785714285714, 42.6339285714286, 33.0357142857143, 38.3928571428571, 36.6071428571429, 26.3392857142857, 28.5714285714286, 13.8392857142857, 24.1071428571429, 0, 38.1696428571429, 45.5357142857143, 7.14285714285714, 7.14285714285714, 15.625, 16.2946428571429, 25.2232142857143, 13.6160714285714
Ynaysn, 43.4151785714286, 8.03571428571428, 37.7232142857143, 37.0535714285714, 34.8214285714286, 23.2142857142857, 21.875, 48.8839285714286, 38.6160714285714, 15.625, 4.01785714285714, 6.02678571428571, 45.4241071428571, 16.5178571428571, 13.28125, 16.7410714285714, 10.9375, 39.7321428571429, 12.2767857142857, 49.1071428571429, 32.2544642857143, 33.0357142857143, 52.9017857142857, 44.1964285714286, 46.6517857142857, 7.14285714285714, 17.1875, 32.8125, 36.6071428571429, 25.8928571428571, 24.5535714285714, 35.0446428571429, 23.6607142857143, 16.7410714285714, 24.3303571428571, 26.3392857142857, 65.4017857142857, 11.6071428571429, 26.3392857142857, 19.6428571428571, 40.625, 29.6875, 35.2678571428571, 19.4196428571429, 20.9821428571429, 46.2053571428571, 38.1696428571429, 0, 25.6696428571429, 23.4375, 12.0535714285714, 0, 36.8303571428571, 46.6517857142857, 41.5178571428571
Kdkf, 21.2053571428571, 27.6785714285714, 56.25, 45.9821428571429, 30.9151785714286, 5.58035714285714, 44.53125, 80.5803571428571, 38.6160714285714, 37.0535714285714, 26.3392857142857, 12.5, 8.92857142857143, 13.8392857142857, 16.7410714285714, 20.3125, 32.5892857142857, 18.3035714285714, 15.4017857142857, 10.9375, 19.0848214285714, 47.3214285714286, 43.75, 15.625, 18.6383928571429, 19.4196428571429, 11.3839285714286, 63.1696428571429, 31.9196428571429, 14.2857142857143, 23.2142857142857, 9.82142857142857, 40.8482142857143, 2.45535714285714, 12.0535714285714, 24.1071428571429, 14.0625, 18.75, 16.0714285714286, 48.4375, 10.4910714285714, 13.3928571428571, 34.8214285714286, 47.3214285714286, 14.9553571428571, 41.9642857142857, 45.5357142857143, 25.6696428571429, 0, 23.6607142857143, 8.92857142857143, 33.0357142857143, 38.8392857142857, 12.9464285714286, 15.8482142857143
